"","age","gender","income","education","country","winnerN","P_OTwin_late","P_OTwin_early","otherTeam_distance_before","ownTeam_distance_before","wholeGroup_distance_before","session","treatment","dgOffer"
"2192","32","Female",2,1,"US","deadLock",0.397260274,0.607594937,26,125,125,112,"S3_5",0.1
"2193","46","Female",4,2,"US","ownTeam",NA,0,20,122,66,54,"S3_2",0
"2194","39","Female",1,4,"US","ownTeam",NA,NA,125,125,125,41,"S3_1",0.4
"2195","45","Female",6,4,"US","otherTeam",0.048780488,1,18,77,54,118,"S3_3",0
"2196","47","Female",6,5,"US","deadLock",NA,NA,12,115,106,80,"S3_5",0.4
"2197","37","Male",3,4,"US","deadLock",NA,NA,0,83,18,104,"S3_3",0
"2198",NA,NA,NA,NA,NA,"ownTeam",NA,0,-50,-50,-50,34,"S3_1",NA
"2199","25","Male",2,5,"non-US","ownTeam",NA,0.071428571,125,125,124,108,"S3_3",0.05
"2200","32","Male",4,4,"US","otherTeam",NA,NA,-97,18,-7,35,"S3_1",0
"2201","56","Male",3,4,"US","deadLock",NA,1,0,125,90,105,"S3_3",0
"2202","35","Female",8,6,"US","deadLock",NA,NA,105,115,-100,65,"S3_4",0.2
"2203","43","Female",5,5,"US","ownTeam",1,1,-29,-26,-31,34,"S3_1",0
"2204","45","Female",1,6,"US","deadLock",0,0.666666667,32,87,84,81,"S3_5",0.1
"2205","30","Female",9,6,"US","otherTeam",0.448818898,0.777777778,112,125,119,54,"S3_2",0.2
"2206","25","Male",7,5,"US","ownTeam",NA,NA,58,124,44,89,"S3_5",0.1
"2207","43","Male",7,5,"US","ownTeam",NA,NA,16,57,31,111,"S3_3",0
"2208","44","Male",9,6,"US","ownTeam",NA,NA,-45,30,12,41,"S3_1",0
"2209","29","Male",4,2,"US","otherTeam",1,1,50,46,125,55,"S3_2",0.1
"2210","31","Female",6,5,"US","ownTeam",NA,NA,40,87,55,34,"S3_1",0.2
"2211","38","Male",1,4,"US","ownTeam",1,0.666666667,-100,124,55,33,"S3_1",0.2
"2212","32","Female",7,6,"US","otherTeam",0.8,1,15,30,125,37,"S3_2",0
"2213","47","Female",6,5,"US","deadLock",NA,NA,13,61,47,112,"S3_5",0.2
"2214","21","Male",8,4,"US","otherTeam",0.150943396,0,75,88,96,74,"S3_4",0.15
"2215","32","Male",6,2,"US","deadLock",0.649006623,0.614457831,-10,125,46,83,"S3_5",0
"2216","25","Female",6,5,"US","deadLock",NA,NA,-1,108,41,119,"S3_3",0
"2217","22","Female",1,2,"US","otherTeam",0.063694268,0.242424242,113,114,123,89,"S3_5",0
"2218","37","Male",8,5,"US","deadLock",NA,NA,-100,19,3,67,"S3_4",0
"2219","24","Female",5,2,"US","deadLock",NA,NA,-89,120,101,114,"S3_3",0.2
"2220","34","Female",7,4,"US","deadLock",NA,NA,29,90,91,109,"S3_3",0.2
"2221","44","Female",8,4,"US","deadLock",1,NA,-50,2,16,64,"S3_4",0.05
"2222","41","Male",7,5,"US","deadLock",0.870967742,NA,11,122,61,114,"S3_3",0.2
"2223","47","Male",3,2,"US","otherTeam",0.941176471,NA,101,119,125,75,"S3_4",0
"2224","29","Female",4,5,"US","ownTeam",NA,NA,21,80,86,75,"S3_4",0.2
"2225","53","Male",5,4,"US","ownTeam",NA,NA,-6,125,52,47,"S3_1",0
"2226","38","Female",10,5,"US","deadLock",NA,NA,-29,82,67,64,"S3_4",0.15
"2227","46","Female",10,5,"US","ownTeam",NA,0.888888889,16,125,45,42,"S3_1",0.4
"2228","31","Male",6,5,"US","ownTeam",NA,NA,-100,122,124,58,"S3_2",0.1
"2229","22","Male",5,4,"US","deadLock",NA,NA,32,106,51,31,"S3_1",0.2
"2230","39","Female",1,4,"US","deadLock",1,NA,55,125,125,78,"S3_5",0
"2231","28","Male",4,4,"US","deadLock",0,0.154929577,23,25,25,81,"S3_5",0
"2232","22","Female",4,4,"US","deadLock",0.133333333,0,-50,125,-50,62,"S3_4",0
"2233","59","Female",8,4,"US","deadLock",0.955555556,NA,-2,125,125,77,"S3_5",0.2
"2234","28","Male",10,6,"non-US","ownTeam",NA,1,59,125,124,32,"S3_1",0.05
"2235","37","Female",7,4,"US","otherTeam",0.114754098,0.065217391,-50,-50,-50,55,"S3_2",0.1
"2236","44","Male",8,5,"US","ownTeam",NA,NA,24,99,35,100,"S3_6",0.4
"2237","36","Male",7,5,"non-US","deadLock",NA,NA,101,125,123,110,"S3_6",0.4
"2238","33","Female",7,5,NA,"otherTeam",0,NA,7,125,125,44,"S3_1",0
"2239","28","Female",6,5,"US","deadLock",NA,1,-100,120,125,71,"S3_4",0.1
"2240","30","Female",4,5,"US","otherTeam",0,0.015625,2,47,28,89,"S3_5",0
"2241","29","Male",7,6,"non-US","deadLock",NA,1,49,123,125,77,"S3_5",0
"2242","32","Male",5,4,"US","deadLock",NA,1,122,124,124,50,"S3_2",0
"2243","25","Male",5,5,"non-US","ownTeam",NA,1,-50,-50,120,36,"S3_1",0.4
"2244","25","Male",5,5,"US","ownTeam",NA,NA,107,108,78,59,"S3_3",0
"2245","35","Male",4,2,"US","otherTeam",1,NA,-18,89,-50,46,"S3_1",0
"2246","47","Male",2,4,"US","deadLock",1,1,-50,125,72,119,"S3_3",0.2
"2247","29","Male",1,6,"non-US","otherTeam",0.6,NA,53,125,122,32,"S3_1",0
"2248","35","Female",6,4,"US","deadLock",NA,1,18,122,124,112,"S3_5",0
"2249","31","Female",1,4,"US","otherTeam",0,NA,-3,47,81,34,"S3_1",0
"2250","32","Female",6,4,"US","otherTeam",0,0,-13,35,26,69,"S3_4",0
"2251","49","Female",1,5,"US","deadLock",0.842105263,0.85,125,106,121,62,"S3_4",0
"2252","25","Female",5,5,"US","ownTeam",NA,NA,-4,33,27,47,"S3_1",0
"2253","23","Male",5,5,"US","ownTeam",1,0,-50,76,18,107,"S3_3",0
"2254","32","Female",10,3,"US","deadLock",0,NA,75,72,96,110,"S3_6",0.2
"2255","40","Female",10,5,"US","deadLock",1,1,-1,109,82,83,"S3_5",0
"2256","37","Female",1,4,"US","ownTeam",NA,1,-2,125,23,38,"S3_1",0
"2257","51","Female",8,6,"US","otherTeam",0,0,-12,-12,-1,39,"S3_1",0
"2258","30","Male",7,5,"US","otherTeam",0,0.666666667,18,64,77,57,"S3_2",0.15
"2259","58","Female",6,5,"US","deadLock",0.949044586,1,12,81,48,84,"S3_5",0.4
"2260","38","Female",7,6,"US","deadLock",NA,NA,-8,124,11,117,"S3_3",0
"2261","36","Male",4,4,"US","ownTeam",NA,NA,-21,57,25,74,"S3_4",0.4
"2262","28","Male",6,5,"US","otherTeam",0.96875,0.3,6,125,120,47,"S3_1",0.4
"2263","37","Female",9,5,"non-US","otherTeam",0,0,-50,36,39,48,"S3_2",0
"2264","25","Male",2,5,"non-US","deadLock",NA,1,106,22,69,110,"S3_6",0.3
"2265","22","Female",4,2,"US","otherTeam",0.166666667,0,-13,44,40,40,"S3_1",0
"2266","27","Female",6,2,"US","ownTeam",NA,NA,34,125,100,116,"S3_3",0.2
"2267","35","Female",3,5,"US","otherTeam",0.907216495,0.888888889,42,89,68,115,"S3_3",0
"2268","27","Female",3,4,"US","deadLock",NA,NA,-100,111,17,87,"S3_5",0
"2269","21","Female",4,5,"US","deadLock",NA,NA,-50,118,51,62,"S3_4",0.05
"2270","47","Male",4,3,"US","deadLock",0.333333333,NA,5,56,32,83,"S3_5",0.2
"2271","29","Male",6,4,"US","ownTeam",NA,NA,35,68,77,39,"S3_1",0
"2272","38","Male",3,4,"US","otherTeam",0,NA,-1,122,125,98,"S3_6",0
"2273","35","Female",10,5,"US","deadLock",NA,NA,-50,38,32,110,"S3_6",0.2
"2274","21","Male",5,2,"US","ownTeam",NA,NA,90,125,98,74,"S3_4",0.4
"2275","44","Female",7,5,"US","deadLock",NA,1,-50,-50,-50,114,"S3_3",0.2
"2276","33","Female",1,5,"US","ownTeam",NA,NA,-54,104,45,55,"S3_2",0.2
"2277","42","Male",6,6,"US","ownTeam",NA,1,2,92,12,86,"S3_5",0.4
"2278","28","Female",1,2,"US","otherTeam",0.451612903,NA,-41,122,16,120,"S3_3",0
"2279","44","Female",3,6,"non-US","otherTeam",NA,NA,-100,100,31,76,"S3_4",0.2
"2280","24","Male",6,3,"US","ownTeam",0.985294118,1,-25,125,23,69,"S3_4",0.05
"2281","39","Female",10,6,"US","ownTeam",NA,NA,-15,72,47,113,"S3_3",0.1
"2282","31","Male",7,5,"US","deadLock",0.986666667,0,-1,90,81,99,"S3_6",0.2
"2283","24","Male",10,6,"US","deadLock",NA,NA,29,123,125,117,"S3_3",0.2
"2284","30","Male",2,6,"non-US","ownTeam",NA,NA,117,-100,114,75,"S3_4",0.05
"2285","34","Female",3,4,"US","deadLock",0,0,-11,125,-50,119,"S3_3",0
"2286","58","Male",1,4,"US","deadLock",NA,NA,1,124,55,70,"S3_4",0.2
"2287","M","Male",10,6,"US","ownTeam",NA,NA,54,49,124,39,"S3_1",0.2
"2288","41","Male",5,5,"US","ownTeam",0,0,-50,-50,-50,76,"S3_4",0.1
"2289","51","Female",3,4,"US","otherTeam",1,0.75,-4,125,68,90,"S3_6",0
"2290","32","Female",2,2,"US","deadLock",0,0,2,125,32,50,"S3_2",0.2
"2291","34","Male",9,6,"US","deadLock",NA,1,-100,125,43,84,"S3_5",0
"2292","64","Male",4,6,"US","otherTeam",0,NA,26,50,50,111,"S3_3",0
"2293","30","Male",1,4,"US","otherTeam",0,0.15625,-100,125,125,89,"S3_5",0.4
"2294",NA,NA,NA,NA,NA,"deadLock",NA,0.428571429,-50,-50,-50,77,"S3_5",0.2
"2295","31","Male",6,5,"US","ownTeam",NA,1,-74,-12,-33,113,"S3_3",0
"2296","38","Female",7,5,"US","otherTeam",0,0.096385542,1,124,125,74,"S3_4",0.2
"2297","45","Male",9,5,"US","deadLock",NA,NA,106,-6,51,82,"S3_5",0
"2298","29","Male",8,6,"non-US","deadLock",1,1,108,125,125,80,"S3_5",0.25
"2299","28","Male",3,5,"US","deadLock",NA,1,-41,125,52,50,"S3_2",0.2
"2300","23","Male",2,5,"US","ownTeam",NA,1,30,48,68,35,"S3_1",0.2
"2301","29","Male",8,4,"US","otherTeam",NA,1,-100,-2,-49,116,"S3_3",0
"2302","29","Female",7,5,"US","ownTeam",NA,NA,-13,58,19,98,"S3_6",0
"2303","23","Female",6,5,"US","ownTeam",NA,NA,-33,67,24,44,"S3_1",0
"2304","47","Male",6,5,"US","deadLock",NA,NA,11,38,24,61,"S3_2",0
"2305","25","Female",6,4,"US","deadLock",NA,NA,-30,48,22,104,"S3_3",0
"2306","31","Male",6,5,"US","ownTeam",NA,1,-5,50,27,116,"S3_3",0
"2307","34","Female",7,4,"US","deadLock",1,1,-13,39,16,109,"S3_3",0
"2308","34","Male",6,5,"US","ownTeam",NA,0,39,28,38,53,"S3_2",0
"2309","35","Female",8,5,"US","deadLock",NA,NA,-57,-50,51,112,"S3_5",0
"2310","32","Male",8,5,"US","ownTeam",NA,NA,41,84,81,47,"S3_1",0
"2311","36","Male",6,5,"US","deadLock",NA,NA,4,50,122,94,"S3_6",0
"2312","35","Male",7,5,"US","ownTeam",NA,1,-100,125,43,39,"S3_1",0
"2313","27","Female",4,5,"US","otherTeam",0,0,-3,123,98,116,"S3_3",0.2
"2314","24","Female",6,5,"US","otherTeam",0,NA,-8,1,5,33,"S3_1",0
"2315","40","Male",7,5,"US","deadLock",0.133757962,0.4125,15,69,45,85,"S3_5",0
"2316","29","Male",7,5,"US","otherTeam",NA,NA,24,125,64,72,"S3_4",0
"2317","44","Female",6,2,"US","otherTeam",0.060606061,0.037037037,11,79,53,89,"S3_5",0.2
"2318","54","Female",5,3,"US","deadLock",NA,NA,13,125,63,79,"S3_5",0.2
"2319","32","Female",5,5,"US","deadLock",NA,NA,-100,26,11,109,"S3_3",0.2
"2320","21","Female",4,4,"US","otherTeam",0.218181818,0.6,-25,99,55,97,"S3_6",0.05
"2321","26","Male",7,5,"US","deadLock",1,0,12,125,32,50,"S3_2",0
"2322","41","Male",6,5,"US","ownTeam",NA,NA,38,77,91,51,"S3_2",0.15
"2323","46","Female",7,3,"US","otherTeam",NA,NA,-96,101,100,113,"S3_3",0
"2324","57","Male",5,5,"US","ownTeam",NA,1,0,102,125,103,"S3_6",0.2
"2325","28","Female",5,5,"US","deadLock",1,NA,55,125,112,67,"S3_4",0.1
"2326","38","Male",5,4,"US","deadLock",NA,NA,125,125,125,67,"S3_4",0.4
"2327","34","Male",7,6,"US","deadLock",1,1,-3,71,46,84,"S3_5",0
"2328","31","Female",4,2,"US","deadLock",NA,NA,-3,125,84,114,"S3_3",0.2
"2329","26","Female",6,4,"US","ownTeam",NA,NA,-100,62,-8,60,"S3_2",0
"2330","29","Female",7,4,"US","deadLock",0.598726115,1,-50,81,-50,80,"S3_5",0
"2331","30","Female",4,4,"US","deadLock",NA,NA,9,70,125,81,"S3_5",0
"2332","20","Male",2,4,"non-US","deadLock",NA,NA,-50,121,49,109,"S3_3",0
"2333","24","Male",7,6,"US","otherTeam",0.6,1,-42,3,1,37,"S3_2",0
"2334","65","Female",1,6,"US","ownTeam",NA,NA,-2,99,102,111,"S3_3",0.05
"2335","37","Male",1,4,"US","deadLock",NA,NA,11,46,21,117,"S3_3",0
"2336","36","Male",6,5,"US","ownTeam",NA,NA,13,125,117,58,"S3_2",0
"2337","31","Female",6,4,"US","deadLock",NA,NA,-50,125,125,85,"S3_5",0.2
"2338","28","Female",6,2,"US","ownTeam",1,0.903614458,91,13,52,115,"S3_3",0.1
"2339","29","Female",4,2,"US","otherTeam",0,0.441176471,33,125,125,120,"S3_3",0.1
"2340","44","Female",4,4,"US","deadLock",1,1,-2,36,28,105,"S3_3",0
"2341","23","Female",5,5,"US","ownTeam",NA,NA,3,74,21,97,"S3_6",0
"2342","31","Male",1,6,"non-US","otherTeam",1,NA,0,125,125,58,"S3_2",0.2
"2343","36","Female",5,5,"US","ownTeam",NA,1,20,73,42,100,"S3_6",0.2
"2344","40","Male",6,6,"non-US","ownTeam",NA,NA,108,110,102,90,"S3_6",0
"2345","37","Female",5,2,"US","ownTeam",NA,NA,7,90,84,36,"S3_1",0
"2346","44","Female",7,6,"US","deadLock",NA,1,28,102,32,109,"S3_3",0.05
"2347","25","Female",6,2,"US","deadLock",0,0.180722892,-25,-50,1,81,"S3_5",0
"2348","33","Female",1,4,"US","deadLock",NA,1,52,52,-50,87,"S3_5",0.2
"2349","24","Male",1,2,"non-US","ownTeam",NA,NA,80,27,120,120,"S3_3",0
"2350","26","Female",4,5,"US","deadLock",NA,NA,-50,45,10,31,"S3_1",0
"2351","28","Male",9,4,"non-US","deadLock",NA,NA,-50,125,125,109,"S3_3",0.2
"2352","37","Female",9,4,"US","deadLock",NA,NA,5,6,11,93,"S3_6",0.25
"2353","50","Male",8,5,"US","ownTeam",NA,NA,26,74,85,59,"S3_3",0
"2354","32","Male",6,5,"US","otherTeam",0,1,-50,-50,-50,60,"S3_2",0.2
"2355","28","Male",5,4,"US","otherTeam",0.866242038,0.987654321,46,120,53,118,"S3_3",0
"2356","23","Male",3,5,"US","deadLock",NA,1,-36,125,-9,81,"S3_5",0
"2357","29","Female",9,5,"US","otherTeam",0,NA,124,125,123,52,"S3_2",0.3
"2358","45","Male",6,2,"US","ownTeam",NA,NA,-100,121,20,58,"S3_2",0
"2359","32","Female",9,4,"US","deadLock",NA,NA,30,125,63,106,"S3_5",0.1
"2360","32","Male",2,5,"non-US","otherTeam",0.357142857,0,54,125,59,33,"S3_1",0.2
"2361","30","Male",1,4,"non-US","deadLock",NA,NA,-50,109,110,109,"S3_3",0.2
"2362","40","Male",7,5,"US","deadLock",NA,NA,0,125,51,88,"S3_5",0
"2363","38","Male",7,5,"US","deadLock",0,0,79,116,82,94,"S3_6",0.4
"2364","25","Female",3,4,"US","otherTeam",0,NA,116,114,125,37,"S3_2",0.05
"2365","27","Male",3,4,"US","otherTeam",NA,NA,1,23,42,40,"S3_1",0.1
"2366","35","Male",4,5,"US","ownTeam",0.636363636,0,-85,44,85,86,"S3_5",0
"2367","21","Male",9,5,"US","ownTeam",NA,0.911111111,-58,122,70,102,"S3_6",0.05
"2368","27","Male",2,6,"non-US","otherTeam",0,1,46,79,71,98,"S3_6",0.1
"2369","39","Female",7,6,"US","deadLock",NA,NA,20,120,101,50,"S3_2",0.2
"2370","30","Female",1,5,"US","deadLock",1,0.333333333,-3,21,16,95,"S3_6",0.4
"2371","32","Female",7,4,"US","otherTeam",0,0,0,122,108,40,"S3_1",0.2
"2372","24","Female",2,4,"US","ownTeam",NA,1,-16,125,54,101,"S3_6",0.4
"2373","27","Male",6,4,"US","ownTeam",NA,NA,19,100,125,38,"S3_1",0
"2374","34","Female",3,2,"US","deadLock",NA,NA,-48,80,34,79,"S3_5",0
"2375","31","Male",1,5,"US","deadLock",1,1,-2,109,124,65,"S3_4",0.2
"2376","23","Female",9,5,"US","ownTeam",NA,NA,-22,-28,-20,46,"S3_1",0
"2377","38","Female",10,6,"US","deadLock",NA,NA,-5,99,91,31,"S3_1",0
"2378","35","Male",2,6,"US","deadLock",NA,NA,0,125,125,77,"S3_5",0
"2379","55","Male",6,6,"US","deadLock",NA,NA,-50,120,-50,104,"S3_3",0
"2380","32","Female",8,5,"US","ownTeam",NA,NA,50,125,125,47,"S3_1",0.1
"2381","23","Male",5,4,"US","deadLock",NA,0,50,125,77,64,"S3_4",0.2
"2382","38","Male",7,4,"US","otherTeam",0.366666667,1,48,80,-1,111,"S3_3",0
"2383","44","Female",4,4,"US","otherTeam",NA,NA,74,67,43,107,"S3_3",0
"2384","37","Male",10,5,"US","otherTeam",NA,1,8,111,18,52,"S3_2",0.2
"2385","31","Female",5,5,"non-US","deadLock",NA,1,-50,103,-50,106,"S3_5",0.2
"2386","32","Male",4,4,"US","deadLock",0.701492537,1,-25,-50,3,65,"S3_4",0
"2387","29","Male",8,5,"US","otherTeam",0.974576271,0.894736842,-50,125,-50,97,"S3_6",0
"2388","25","Male",2,5,"US","deadLock",0.979591837,1,29,121,55,88,"S3_5",0
"2389","37","Female",1,5,"US","ownTeam",NA,NA,-100,78,60,47,"S3_1",0.2
"2390","25","Female",6,5,"US","deadLock",NA,NA,-34,0,-22,95,"S3_6",0.05
"2391","38","Male",7,5,"US","deadLock",NA,NA,1,125,125,112,"S3_5",0.2
"2392","35","Male",6,2,"US","otherTeam",NA,NA,0,14,4,41,"S3_1",0
"2393","53","Female",10,6,"US","otherTeam",NA,NA,74,101,59,63,"S3_4",0
"2394","22","Female",7,5,"US","deadLock",NA,1,0,125,122,106,"S3_5",0
"2395","27","Female",6,5,"US","otherTeam",0.025641026,1,-100,125,125,111,"S3_3",0
"2396","32","Male",6,5,"US","deadLock",0,0,63,109,65,106,"S3_5",0
"2397","30","Female",6,5,"US","deadLock",NA,NA,-50,-50,-50,50,"S3_2",0.1
"2398","36","Male",3,5,"US","deadLock",0,0.294117647,39,84,68,67,"S3_4",0.25
"2399","28","Male",4,3,"US","ownTeam",NA,NA,-100,0,-2,54,"S3_2",0.4
"2400","39","Female",9,2,"US","otherTeam",0.770700637,0.841269841,11,78,91,89,"S3_5",0.2
"2401","28","Female",4,4,"US","deadLock",1,NA,-26,-1,-16,77,"S3_5",0
"2402","45","Male",7,5,"US","deadLock",NA,NA,-1,5,5,96,"S3_6",0
"2403","22","Male",4,5,"US","otherTeam",0,1,41,80,114,58,"S3_2",0.2
"2404","31","Male",2,5,"non-US","ownTeam",0.968152866,0.916666667,111,56,125,76,"S3_4",0.05
"2405","45","Female",9,5,"US","ownTeam",NA,1,-25,4,0,51,"S3_2",0
"2406","30","Male",4,6,"US","ownTeam",NA,1,-50,125,125,53,"S3_2",0.2
"2407","45","Female",7,5,"US","otherTeam",0.187919463,0.151515152,-1,57,28,39,"S3_1",0
"2408","22","Male",4,4,"US","deadLock",NA,NA,23,1,9,66,"S3_4",0.2
"2409","35","Female",6,2,"US","deadLock",0,0.090909091,-91,99,39,82,"S3_5",0
"2410","25","Male",2,6,"US","ownTeam",NA,NA,75,41,46,32,"S3_1",0.05
"2411","36","Male",4,5,"US","deadLock",NA,NA,-7,20,18,114,"S3_3",0
"2412","26","Female",1,4,"US","otherTeam",NA,0.285714286,11,88,61,116,"S3_3",0
"2413","27","Female",6,4,"US","deadLock",NA,NA,36,101,101,73,"S3_4",0
"2414","30","Female",7,4,"US","otherTeam",NA,NA,1,53,16,45,"S3_2",0
"2415","33","Male",4,4,"US","ownTeam",NA,NA,24,125,125,118,"S3_3",0.2
"2416","43","Female",5,3,"US","ownTeam",NA,NA,4,5,48,89,"S3_5",0
"2417","50","Female",2,3,"US","deadLock",1,1,125,0,125,67,"S3_4",0
"2418","49","Female",1,5,"US","ownTeam",0,0.333333333,8,84,86,37,"S3_2",0.2
"2419","36","Female",7,4,"US","ownTeam",NA,NA,25,60,45,90,"S3_6",0
"2420","34","Male",9,5,"US","deadLock",NA,NA,-50,-50,-50,80,"S3_5",0
"2421","36","Male",4,6,"US","deadLock",0.735632184,1,-20,27,10,65,"S3_4",0
"2422","28","Male",2,4,"non-US","ownTeam",NA,NA,-50,-2,31,69,"S3_4",0.1
"2423","30","Female",6,4,"US","otherTeam",0,0.135135135,-50,-50,-50,69,"S3_4",0.1
"2424","34","Male",10,4,"US","ownTeam",NA,NA,47,124,87,44,"S3_1",0
"2425","26","Female",1,4,"US","otherTeam",NA,NA,-59,27,8,120,"S3_3",0.4
"2426","18","Male",1,2,"non-US","otherTeam",0,NA,6,16,65,101,"S3_6",0.05
"2427","28","Female",2,4,"US","deadLock",NA,NA,2,125,125,105,"S3_3",0
"2428","27","Female",7,5,"US","ownTeam",NA,1,-50,125,54,33,"S3_1",0
"2429","50","Male",4,4,"US","ownTeam",NA,NA,-4,121,125,108,"S3_3",0.4
"2430","26","Male",5,2,"US","deadLock",0,0,87,92,64,67,"S3_4",0
"2431","26","Male",5,5,"non-US","ownTeam",NA,NA,102,125,121,49,"S3_2",0.2
"2432","33","Male",10,5,"US","otherTeam",1,1,-2,125,125,59,"S3_3",0
"2433","62","Female",2,5,"US","otherTeam",0.434782609,0.5,8,118,100,76,"S3_4",0.2
"2434","28","Female",6,6,"US","deadLock",NA,NA,-32,66,16,83,"S3_5",0.05
"2435","26","Male",5,2,"US","otherTeam",1,NA,-79,32,-25,40,"S3_1",0
"2436","28","Male",8,6,"US","otherTeam",0.133757962,0.084337349,56,81,125,59,"S3_3",0.2
"2437","48","Female",5,5,"US","otherTeam",0,NA,-13,85,-2,98,"S3_6",0
"2438","21","Male",7,2,"US","otherTeam",0,NA,62,99,62,102,"S3_6",0
"2439","27","Female",4,5,"US","ownTeam",NA,1,5,85,35,32,"S3_1",0
"2440","30","Female",1,5,"US","ownTeam",NA,NA,-65,64,-1,115,"S3_3",0
"2441","25","Male",1,5,"US","ownTeam",0,0.035714286,-30,61,52,74,"S3_4",0
"2442","27","Female",4,6,"US","deadLock",NA,NA,33,125,98,87,"S3_5",0
"2443","41","Female",5,5,"US","deadLock",NA,1,-50,25,14,88,"S3_5",0
"2444","27","Male",10,6,"non-US","otherTeam",0,NA,0,105,50,46,"S3_1",0.2
"2445","29","Female",2,2,"US","deadLock",NA,NA,0,125,51,82,"S3_5",0.2
"2446","36","Male",7,6,"US","deadLock",1,NA,102,125,108,96,"S3_6",0.1
"2447","47","Female",6,4,"US","ownTeam",NA,NA,-96,-34,-19,41,"S3_1",0.2
"2448","32","Female",8,5,"US","otherTeam",NA,NA,28,65,90,103,"S3_6",0
"2449","23","Male",1,5,"US","ownTeam",NA,NA,12,12,12,116,"S3_3",0
"2450","22","Female",4,4,"US","otherTeam",0,NA,-100,125,125,45,"S3_2",0
"2451","27","Female",5,4,"US","otherTeam",0,NA,-50,-50,-50,33,"S3_1",0.05
"2452","27","Male",9,5,"non-US","deadLock",NA,1,1,125,125,81,"S3_5",0
"2453","39","Female",5,4,"US","deadLock",NA,NA,-38,28,32,85,"S3_5",0.05
"2454","39","Female",2,5,"non-US","deadLock",NA,NA,-100,125,-3,62,"S3_4",0.2
"2455","32","Female",1,6,"US","ownTeam",NA,1,37,50,52,33,"S3_1",0.25
"2456","32","Male",6,5,"US","otherTeam",0.256756757,0,-100,116,38,100,"S3_6",0
"2457","70","Male",7,3,"US","ownTeam",NA,NA,-100,66,114,46,"S3_1",0.2
"2458","27","Male",1,4,"US","deadLock",NA,1,-45,13,4,88,"S3_5",0.2
"2459","27","Female",4,6,"US","otherTeam",0.0625,0,22,55,29,49,"S3_2",0.05
"2460","35","Female",6,5,"US","otherTeam",0,NA,47,91,101,120,"S3_3",0
"2461","36","Female",1,5,"non-US","otherTeam",0.211538462,NA,88,121,125,98,"S3_6",0.1
"2462","27","Male",9,4,"US","deadLock",0,0,121,53,28,83,"S3_5",0.4
"2463","51","Female",6,4,"US","deadLock",NA,NA,76,88,125,94,"S3_6",0.15
"2464","24","Male",1,4,"US","otherTeam",0.917197452,0.927710843,30,28,57,69,"S3_4",0.4
"2465","27","Male",6,5,"US","deadLock",0.542635659,0.215686275,-50,125,125,82,"S3_5",0.4
"2466","55","Male",7,5,"US","ownTeam",NA,NA,42,125,86,48,"S3_2",0.2
"2467","43","Female",10,5,NA,"otherTeam",0.147368421,NA,-27,66,73,108,"S3_3",0
"2468","40","Male",4,5,"US","ownTeam",NA,1,-100,96,49,42,"S3_1",0
"2469","47","Female",8,5,"US","otherTeam",0,NA,-100,32,-50,103,"S3_6",0.2
"2470","48","Female",8,5,"US","otherTeam",0,0,-100,112,124,36,"S3_1",0.2
"2471","35","Female",6,5,"US","deadLock",NA,NA,-100,120,56,79,"S3_5",0
"2472","33","Female",10,2,"US","deadLock",0.834394904,0.88,25,88,77,66,"S3_4",0.05
"2473","53","Male",7,6,"US","ownTeam",NA,NA,24,42,24,101,"S3_6",0.4
"2474","33","Female",5,5,"US","otherTeam",NA,1,31,50,21,107,"S3_3",0
"2475","40","Male",6,6,"non-US","otherTeam",NA,NA,32,82,114,35,"S3_1",0.4
"2476","32","Female",5,4,"US","ownTeam",NA,NA,125,125,125,74,"S3_4",0.2
"2477","25","Female",8,4,"US","ownTeam",NA,NA,-2,59,41,90,"S3_6",0
"2478","27","Male",7,5,"US","deadLock",NA,1,125,45,57,106,"S3_5",0.2
"2479","20","Male",4,4,"US","deadLock",NA,NA,-27,106,91,79,"S3_5",0
"2480",NA,NA,NA,NA,NA,"otherTeam",0,0,-50,-50,-50,91,"S3_6",NA
"2481",NA,NA,NA,NA,NA,"otherTeam",1,1,-50,-50,-50,41,"S3_1",NA
"2482","64","Female",2,6,"US","deadLock",NA,1,-100,125,125,77,"S3_5",0.1
"2483","59","Female",1,6,"US","otherTeam",1,NA,-6,125,55,33,"S3_1",0
"2484","43","Female",8,3,"US","otherTeam",0.086419753,0.541666667,20,117,111,56,"S3_2",0
"2485","29","Female",8,4,"US","otherTeam",0.971428571,0.222222222,47,112,74,89,"S3_5",0.1
"2486","57","Female",5,2,"US","ownTeam",NA,NA,-100,125,54,89,"S3_5",0.4
"2487","40","Female",6,2,"US","deadLock",1,1,0,125,53,81,"S3_5",0
"2488","35","Male",7,4,"US","ownTeam",NA,NA,25,47,41,44,"S3_1",0
"2489","28","Female",6,5,"US","deadLock",0.87804878,1,-28,50,-15,83,"S3_5",0.1
"2490","39","Female",5,3,"US","ownTeam",NA,NA,-50,-5,9,113,"S3_3",0
"2491","38","Female",7,6,"US","deadLock",1,1,-50,125,125,114,"S3_3",0
"2492","27","Male",6,5,"US","deadLock",0.733333333,NA,55,65,43,43,"S3_1",0.05
"2493","33","Female",6,5,"US","ownTeam",1,1,-100,125,28,98,"S3_6",0
"2494","36","Female",5,5,"US","ownTeam",NA,NA,26,39,23,97,"S3_6",0
