"","age","gender","income","education","country","winnerN","P_OTwin_late","P_OTwin_early","otherTeam_distance_before","ownTeam_distance_before","wholeGroup_distance_before","session","treatment","dgOffer"
"1241","18","Male",1,4,"US","otherTeam",0.450980392,1,-100,24,-7,74,"S3_4",0
"1242","21","Male",1,2,"US","ownTeam",NA,NA,-50,-50,-50,97,"S3_6",0
"1243","25","Female",5,5,"US","otherTeam",0.111111111,1,15,42,38,39,"S3_1",0
"1244","33","Female",1,4,"US","ownTeam",NA,NA,31,54,44,40,"S3_1",0
"1245","28","Male",5,2,"US","deadLock",NA,0,60,55,125,64,"S3_4",0.1
"1246","23","Male",5,2,"US","ownTeam",NA,NA,-100,125,11,49,"S3_2",0.2
"1247","33","Female",6,5,"US","deadLock",NA,NA,30,29,12,96,"S3_6",0
"1248","47","Male",5,5,"US","otherTeam",0,0,11,57,25,92,"S3_6",0.15
"1249","56","Female",5,3,"US","deadLock",NA,1,3,103,46,82,"S3_5",0.2
"1250","35","Male",4,4,"US","deadLock",NA,NA,-50,-50,125,106,"S3_5",0.2
"1251","32","Male",6,2,"US","ownTeam",NA,NA,-100,125,71,45,"S3_2",0
"1252","34","Female",10,5,"US","deadLock",NA,NA,29,125,91,78,"S3_5",0.1
"1253","24","Female",6,5,"US","deadLock",NA,1,6,59,49,94,"S3_6",0.1
"1254","34","Female",6,5,"US","ownTeam",NA,NA,-12,48,11,38,"S3_1",0
"1255","45","Female",8,5,"US","otherTeam",0,0,26,77,52,74,"S3_4",0.05
"1256","40","Male",6,2,"US","ownTeam",0,0.043478261,-41,69,1,60,"S3_2",0.2
"1257","26","Female",6,4,"US","ownTeam",NA,NA,1,32,22,37,"S3_2",0.2
"1258","28","Female",6,5,"US","deadLock",0,0,30,33,-50,112,"S3_5",0
"1259","26","Female",5,5,"US","deadLock",0,NA,123,125,42,73,"S3_4",0
"1260","27","Female",6,5,"US","deadLock",NA,NA,46,44,48,70,"S3_4",0.1
"1261","26","Male",5,4,"US","deadLock",0,NA,64,47,48,96,"S3_6",0.1
"1262","29","Male",3,4,"US","deadLock",NA,1,-19,18,-100,68,"S3_4",0
"1263","24","Female",2,5,"US","deadLock",NA,NA,20,125,118,85,"S3_5",0
"1264","28","Female",7,6,"US","ownTeam",0.095238095,1,-100,125,68,115,"S3_3",0
"1265","23","Male",1,2,"US","ownTeam",NA,NA,-37,16,13,74,"S3_4",0.2
"1266","65","Female",4,2,"US","otherTeam",NA,NA,-5,101,105,75,"S3_4",0
"1267","39","Female",3,2,"US","ownTeam",NA,NA,-50,-50,-50,37,"S3_2",0.2
"1268","42","Male",10,6,"US","deadLock",0.272727273,0,23,125,124,62,"S3_4",0.2
"1269","30","Male",7,6,"non-US","otherTeam",0.24,1,-18,125,120,100,"S3_6",0
"1270","27","Male",1,4,"US","ownTeam",NA,1,25,72,46,38,"S3_1",0.2
"1271","22","Female",1,4,"US","ownTeam",NA,1,-1,69,21,42,"S3_1",0.25
"1272","53","Female",7,5,"US","deadLock",NA,NA,-100,86,49,82,"S3_5",0
"1273","61","Female",7,4,"US","deadLock",0,0,12,90,55,93,"S3_6",0.2
"1274","37","Female",4,5,"US","otherTeam",0.564356436,0,25,55,69,113,"S3_3",0
"1275","34","Female",10,6,"US","otherTeam",0,1,-1,81,19,58,"S3_2",0.1
"1276","29","Male",4,5,"US","otherTeam",0,0,-66,37,0,75,"S3_4",0
"1277","34","Male",7,5,"US","deadLock",NA,1,-50,64,-50,87,"S3_5",0
"1278","25","Male",7,2,"US","ownTeam",NA,NA,12,118,74,103,"S3_6",0.2
"1279","43","Male",5,5,"non-US","deadLock",NA,NA,16,125,125,61,"S3_2",0
"1280","20","Female",3,4,"US","ownTeam",NA,NA,7,61,54,51,"S3_2",0.1
"1281","38","Male",8,5,"US","deadLock",0.02,0.041666667,123,-100,-50,71,"S3_4",0.2
"1282","33","Male",5,5,"non-US","ownTeam",1,0.126760563,1,41,21,98,"S3_6",0.1
"1283","18","Male",6,2,"US","deadLock",NA,0.125,115,125,125,50,"S3_2",0
"1284","53","Female",10,5,"US","deadLock",NA,NA,-2,109,125,70,"S3_4",0.2
"1285","56","Female",7,5,"US","deadLock",NA,0,53,124,125,80,"S3_5",0.2
"1286","26","Female",7,5,"US","deadLock",NA,NA,-50,-50,-50,65,"S3_4",0
"1287","30","Female",9,6,"US","ownTeam",NA,NA,125,125,125,111,"S3_3",0.2
"1288","27","Female",4,4,"US","deadLock",0,NA,-100,103,33,50,"S3_2",0.2
"1289","35","Male",3,4,"US","deadLock",NA,NA,-20,63,-50,112,"S3_5",0
"1290","36","Male",6,4,"US","deadLock",NA,1,29,71,52,88,"S3_5",0
"1291","33","Male",6,5,"US","deadLock",NA,NA,54,123,83,96,"S3_6",0
"1292","23","Male",2,5,"non-US","deadLock",NA,NA,-38,112,82,105,"S3_3",0.2
"1293","41","Female",8,2,"US","otherTeam",0.866242038,0.729166667,4,125,124,51,"S3_2",0.1
"1294","61","Female",8,5,"US","ownTeam",0,0,3,44,57,34,"S3_1",0.25
"1295","38","Female",5,4,"US","otherTeam",0,0,-7,113,2,75,"S3_4",0.2
"1296","23","Female",5,5,"US","ownTeam",NA,NA,-88,125,125,101,"S3_6",0.2
"1297","23","Female",5,4,"US","ownTeam",NA,NA,107,124,121,41,"S3_1",0.2
"1298","50","Male",4,4,"US","otherTeam",0.565217391,NA,-50,31,37,101,"S3_6",0.1
"1299","42","Female",5,2,"US","otherTeam",0,NA,-3,125,125,51,"S3_2",0.1
"1300","39","Male",6,5,"US","deadLock",NA,NA,0,124,54,117,"S3_3",0
"1301","43","Female",7,6,"US","otherTeam",NA,1,57,125,125,101,"S3_6",0
"1302","30","Male",5,2,"US","ownTeam",NA,NA,6,116,125,59,"S3_3",0.3
"1303","25","Female",5,3,"US","otherTeam",0.285714286,NA,-100,125,80,76,"S3_4",0.2
"1304","32","Female",6,6,"US","deadLock",NA,NA,35,125,125,31,"S3_1",0.2
"1305","29","Male",7,5,"US","otherTeam",1,NA,81,32,50,63,"S3_4",0
"1306","26","Male",4,2,"US","deadLock",0.87,0.913793103,-1,125,106,117,"S3_3",0
"1307","29","Male",2,4,"non-US","deadLock",0.714285714,1,125,125,0,87,"S3_5",0.4
"1308","31","Male",8,6,"US","otherTeam",0,0.75,-100,95,-11,107,"S3_3",0.2
"1309","51","Female",1,3,"US","ownTeam",NA,NA,16,95,70,45,"S3_2",0.4
"1310","35","Female",7,5,"US","otherTeam",1,NA,-18,46,29,103,"S3_6",0
"1311","42","Female",3,5,"US","deadLock",1,1,-22,44,10,80,"S3_5",0.2
"1312","49","Female",6,1,"US","ownTeam",NA,NA,-50,81,98,38,"S3_1",0
"1313","34","Male",4,5,"US","ownTeam",NA,1,6,15,24,32,"S3_1",0
"1314","24","Female",8,5,"US","deadLock",NA,1,-78,60,-6,68,"S3_4",0.2
"1315","29","Male",7,4,"US","deadLock",0.098214286,0,-6,115,-1,112,"S3_5",0.4
"1316","34","Male",1,5,"non-US","otherTeam",0,1,-50,112,125,86,"S3_5",0.2
"1317","28","Male",5,4,"US","deadLock",NA,1,20,82,70,80,"S3_5",0.2
"1318","33","Male",6,5,"non-US","otherTeam",0.644444444,NA,67,125,77,51,"S3_2",0
"1319","27","Female",9,6,"US","deadLock",NA,NA,-50,108,106,85,"S3_5",0.2
"1320","49","Female",2,6,"US","deadLock",NA,NA,7,26,12,99,"S3_6",0.2
"1321","39","Female",7,5,"US","otherTeam",0.4,NA,2,99,15,101,"S3_6",0.05
"1322","35","Male",5,5,"US","otherTeam",0,0,2,2,7,75,"S3_4",0.4
"1323","34","Female",7,5,"US","ownTeam",NA,NA,18,123,65,46,"S3_1",0
"1324","31","Female",6,5,"US","ownTeam",NA,1,2,6,5,98,"S3_6",0.2
"1325","31","Male",5,6,"US","ownTeam",NA,NA,51,80,75,108,"S3_3",0
"1326","27","Male",7,6,"US","deadLock",NA,NA,-77,125,55,67,"S3_4",0
"1327","34","Male",3,2,"US","deadLock",0,0.344827586,28,72,49,43,"S3_1",0.2
"1328","25","Male",4,3,"US","ownTeam",NA,NA,1,1,0,38,"S3_1",0.25
"1329","68","Female",9,6,"US","ownTeam",NA,NA,28,125,47,54,"S3_2",0.1
"1330","31","Male",4,5,"US","deadLock",NA,NA,-100,25,-1,106,"S3_5",0.2
"1331","61","Female",9,6,"US","deadLock",0.579617834,0.939759036,-50,125,124,106,"S3_5",0
"1332","37","Female",8,6,"US","otherTeam",NA,NA,-100,39,14,91,"S3_6",0
"1333","53","Male",10,5,"US","deadLock",NA,NA,-50,60,31,83,"S3_5",0
"1334","36","Male",10,3,"US","deadLock",NA,0,35,51,25,61,"S3_2",0
"1335","40","Female",9,5,"US","deadLock",0,0.181818182,58,59,125,61,"S3_2",0
"1336","25","Female",6,4,"US","ownTeam",NA,NA,-100,125,123,47,"S3_1",0.2
"1337","44","Female",4,3,"US","deadLock",NA,NA,-34,-11,-29,83,"S3_5",0
"1338","29","Male",2,5,"non-US","ownTeam",NA,NA,19,122,120,69,"S3_4",0
"1339","28","Female",1,4,"US","ownTeam",0,0,26,88,65,113,"S3_3",0.2
"1340","29","Male",7,5,"US","ownTeam",NA,NA,-31,100,60,40,"S3_1",0.2
"1341","32","Female",6,4,"US","otherTeam",0.5,0,125,100,125,41,"S3_1",0
"1342","28","Male",3,5,"US","ownTeam",0.035714286,0.134328358,25,87,57,115,"S3_3",0
"1343","29","Female",6,5,"US","deadLock",NA,1,43,58,87,73,"S3_4",0
"1344","31","Male",5,2,"US","otherTeam",0.853333333,0.622641509,32,5,1,47,"S3_1",0.05
"1345","27","Female",6,5,"US","deadLock",NA,NA,-50,-50,-50,65,"S3_4",0.2
"1346","27","Male",2,2,"US","deadLock",NA,NA,6,98,96,68,"S3_4",0.05
"1347","54","Female",7,2,"US","ownTeam",0.979310345,0.744186047,-75,125,66,76,"S3_4",0.2
"1348","19","Male",4,4,"US","otherTeam",0,NA,19,66,68,86,"S3_5",0
"1349","44","Female",6,6,"US","otherTeam",1,1,4,70,32,103,"S3_6",0.05
"1350","29","Male",4,4,"US","deadLock",NA,NA,2,125,125,105,"S3_3",0.2
"1351","38","Female",1,4,"US","ownTeam",NA,NA,77,125,125,89,"S3_5",0.4
"1352","39","Male",4,4,"non-US","deadLock",1,1,0,102,0,67,"S3_4",0.4
"1353","23","Male",2,5,"non-US","ownTeam",NA,NA,118,125,125,52,"S3_2",0.2
"1354","24","Male",9,5,"non-US","deadLock",NA,NA,125,125,122,84,"S3_5",0.2
"1355","27","Male",8,5,"US","deadLock",NA,1,30,100,35,96,"S3_6",0.1
"1356","29","Female",7,5,"US","otherTeam",0,0,27,51,68,37,"S3_2",0
"1357","48","Female",3,5,"US","otherTeam",0.453900709,0.153846154,10,51,51,72,"S3_4",0.2
"1358","70","Male",5,4,"US","deadLock",1,0.36,41,125,3,61,"S3_2",0
"1359","27","Male",1,2,"non-US","deadLock",NA,NA,10,87,53,68,"S3_4",0.2
"1360","45","Female",7,4,"US","otherTeam",0,0,69,125,124,33,"S3_1",0.1
"1361","27","Female",5,4,"US","ownTeam",NA,NA,125,125,46,100,"S3_6",0.4
"1362","24","Male",4,5,"US","otherTeam",0.197452229,1,-100,125,125,103,"S3_6",0.4
"1363","24","Male",9,5,"non-US","deadLock",0.98630137,0.46,-50,-50,-50,110,"S3_6",0.25
"1364","32","Male",5,5,"US","deadLock",NA,NA,55,125,71,88,"S3_5",0
"1365","28","Male",5,4,"US","ownTeam",NA,1,11,114,30,51,"S3_2",0.2
"1366","66","Female",4,5,"US","deadLock",NA,NA,-72,47,65,117,"S3_3",0.2
"1367","33","Female",8,5,"US","deadLock",1,1,3,12,11,80,"S3_5",0
"1368","42","Male",6,4,"US","otherTeam",1,NA,-100,14,5,63,"S3_4",0
"1369","22","Male",3,5,"non-US","deadLock",NA,NA,-50,-50,-50,65,"S3_4",0.3
"1370","21","Male",1,4,"US","deadLock",NA,NA,6,34,57,64,"S3_4",0.2
"1371","34","Female",2,2,"US","otherTeam",0,0,-100,-100,-100,32,"S3_1",0
"1372","60","Female",6,6,"US","deadLock",0.828025478,0.865853659,55,125,64,112,"S3_5",0.1
"1373","31","Female",7,6,"US","ownTeam",NA,NA,27,112,72,75,"S3_4",0.2
"1374","23","Female",2,4,"US","deadLock",0.822222222,0.333333333,77,-100,-59,81,"S3_5",0
"1375","29","Male",4,2,"US","otherTeam",0.333333333,NA,62,125,125,63,"S3_4",0
"1376","34","Male",6,5,"US","deadLock",NA,1,-50,67,125,71,"S3_4",0
"1377","27","Male",6,5,"non-US","otherTeam",0,0.090909091,125,125,125,69,"S3_4",0.4
"1378","31","Female",7,5,"US","ownTeam",NA,NA,24,28,63,59,"S3_3",0.05
"1379","32","Male",7,5,"US","ownTeam",NA,NA,3,43,38,118,"S3_3",0
"1380","31","Male",3,4,"US","deadLock",NA,NA,47,37,44,93,"S3_6",0
"1381","33","Male",6,5,"US","ownTeam",NA,0.166666667,5,59,36,108,"S3_3",0.2
"1382","34","Male",6,5,"non-US","deadLock",NA,NA,125,125,100,94,"S3_6",0.15
"1383","42","Female",6,5,"US","ownTeam",0,0,28,112,69,33,"S3_1",0.4
"1384","27","Female",2,5,"non-US","otherTeam",NA,1,125,122,125,91,"S3_6",0.05
"1385","42","Female",5,3,"US","ownTeam",NA,NA,-14,9,0,69,"S3_4",0.2
"1386","32","Male",8,5,"US","deadLock",NA,NA,24,93,52,73,"S3_4",0.2
"1387","28","Female",7,5,"US","ownTeam",NA,NA,-18,125,117,100,"S3_6",0.05
"1388","67","Female",8,4,"US","deadLock",0,NA,18,125,125,119,"S3_3",0.3
"1389","41","Male",4,2,"US","otherTeam",0,NA,9,31,85,34,"S3_1",0.4
"1390","22","Male",1,2,"US","deadLock",0.827586207,1,0,125,39,82,"S3_5",0.1
"1391","30","Female",2,5,"US","deadLock",0,NA,-50,-50,-50,93,"S3_6",0.2
"1392","36","Female",2,6,"US","deadLock",NA,1,-20,21,1,68,"S3_4",0
"1393","25","Male",7,5,"US","deadLock",NA,NA,37,47,125,96,"S3_6",0
"1394","27","Female",1,4,"US","ownTeam",NA,1,10,20,17,101,"S3_6",0.2
"1395","41","Male",6,5,"US","otherTeam",NA,1,-12,41,15,44,"S3_1",0
"1396","49","Female",5,2,"US","deadLock",NA,NA,-8,-5,125,112,"S3_5",0.2
"1397","25","Male",5,5,"US","otherTeam",0,0.137931034,1,125,50,36,"S3_1",0
"1398","25","Female",6,5,"US","otherTeam",NA,NA,-8,101,53,69,"S3_4",0.2
"1399","26","Male",5,4,"US","deadLock",NA,NA,-50,125,98,70,"S3_4",0.2
"1400","26","Female",5,6,"US","ownTeam",NA,0.538461538,-100,125,125,115,"S3_3",0.4
"1401",NA,NA,NA,NA,NA,"otherTeam",0.789473684,NA,-50,-50,-50,120,"S3_3",NA
"1402","48","Male",6,4,"US","otherTeam",0,0.225,38,39,38,98,"S3_6",0
"1403","25","Male",8,2,"US","deadLock",NA,1,44,84,31,78,"S3_5",0
"1404","21","Female",2,4,"US","deadLock",0.963302752,0.206896552,-50,2,51,82,"S3_5",0
"1405",NA,NA,NA,NA,NA,"deadLock",NA,NA,-50,-50,-50,96,"S3_6",NA
"1406","40","Male",6,4,"US","ownTeam",NA,NA,35,74,125,38,"S3_1",0.2
"1407","24","Male",7,2,"US","otherTeam",NA,1,-50,125,4,72,"S3_4",0
"1408","27","Male",6,5,"US","otherTeam",0.958333333,0.962962963,36,60,42,86,"S3_5",0
"1409","30","Female",6,5,"non-US","ownTeam",NA,1,52,125,125,46,"S3_1",0.2
"1410","66","Male",4,5,"US","deadLock",0,0,1,19,53,65,"S3_4",0.2
"1411","28","Female",4,5,"US","deadLock",NA,NA,-26,0,-50,73,"S3_4",0
"1412","29","Male",4,5,"US","deadLock",0.482993197,0.923076923,-2,106,106,95,"S3_6",0.2
"1413","43","Male",8,6,"US","ownTeam",NA,1,-50,125,125,38,"S3_1",0
"1414","32","Male",7,5,"US","deadLock",NA,NA,-14,4,1,73,"S3_4",0.2
"1415","32","Male",7,3,"US","otherTeam",0.910828025,1,-12,5,6,69,"S3_4",0
"1416","29","Male",4,2,"US","deadLock",0,0,20,67,44,82,"S3_5",0.2
"1417","30","Male",6,5,"US","otherTeam",0,0.023809524,-100,125,38,48,"S3_2",0
"1418","58","Female",7,5,"US","deadLock",1,1,-100,118,28,80,"S3_5",0.2
"1419","23","Female",3,4,"US","deadLock",NA,NA,-50,47,108,81,"S3_5",0.2
"1420","34","Female",6,2,"US","deadLock",NA,NA,5,32,20,109,"S3_3",0
"1421","23","Male",4,5,"non-US","ownTeam",NA,1,-3,125,37,32,"S3_1",0
"1422","30","Female",7,4,"US","otherTeam",1,NA,-50,-50,-50,100,"S3_6",0
"1423","37","Male",7,5,"US","ownTeam",NA,NA,-6,41,18,111,"S3_3",0
"1424","35","Male",9,5,"non-US","deadLock",NA,0,45,125,124,80,"S3_5",0.2
"1425","31","Male",4,5,"US","deadLock",NA,NA,-64,104,1,65,"S3_4",0.2
"1426","42","Female",3,4,"US","ownTeam",0,0,-7,61,49,56,"S3_2",0.2
"1427",NA,NA,NA,NA,NA,"ownTeam",1,NA,-50,-50,-50,76,"S3_4",NA
"1428","35","Male",7,6,"non-US","otherTeam",0,NA,35,124,125,52,"S3_2",0.1
"1429","25","Male",7,4,"US","otherTeam",NA,NA,22,61,118,111,"S3_3",0.4
"1430","30","Male",6,5,"US","ownTeam",NA,NA,-24,57,36,116,"S3_3",0
"1431","41","Male",4,5,"US","ownTeam",NA,1,16,84,33,51,"S3_2",0.4
"1432","28","Female",7,6,"non-US","otherTeam",NA,1,40,103,58,42,"S3_1",0.2
"1433","25","Male",5,2,"US","deadLock",NA,1,-17,48,-14,94,"S3_6",0.1
"1434","32","Female",5,2,"US","deadLock",1,1,0,111,123,83,"S3_5",0.15
"1435","39","Male",9,5,"US","deadLock",1,0.403225806,70,96,92,95,"S3_6",0
"1436","43","Female",1,6,"US","otherTeam",0,0,30,78,118,38,"S3_1",0.2
"1437","52","Female",6,2,"US","ownTeam",NA,NA,76,104,105,49,"S3_2",0.2
"1438","66","Female",9,6,"US","otherTeam",0.047058824,0.782608696,24,77,78,37,"S3_2",0.2
"1439","36","Male",1,2,"US","otherTeam",NA,NA,52,125,-2,69,"S3_4",0.2
"1440","21","Male",1,5,NA,"deadLock",NA,1,-27,121,37,66,"S3_4",0
"1441","46","Female",3,5,"US","otherTeam",0,NA,47,117,112,111,"S3_3",0
"1442","18","Female",8,2,"US","otherTeam",0,0,120,125,125,39,"S3_1",0.25
"1443","28","Female",7,5,"US","ownTeam",0,0,78,93,65,56,"S3_2",0.2
"1444","32","Male",5,5,"US","deadLock",0,0.015384615,35,89,125,81,"S3_5",0
"1445","43","Female",6,5,"US","otherTeam",0.388888889,NA,15,52,125,53,"S3_2",0.2
"1446","52","Female",6,4,"US","ownTeam",NA,NA,2,7,-13,41,"S3_1",0
"1447","33","Male",8,5,"US","deadLock",NA,NA,-50,117,-100,99,"S3_6",0.1
"1448","45","Female",6,4,"US","ownTeam",0,0.06122449,-84,37,80,108,"S3_3",0
"1449",NA,NA,NA,NA,NA,"ownTeam",NA,NA,-50,-50,-50,51,"S3_2",NA
"1450","31","Male",6,6,"US","ownTeam",NA,NA,-20,68,54,113,"S3_3",0.2
"1451",NA,NA,NA,NA,NA,"otherTeam",1,1,-50,-50,-50,97,"S3_6",NA
"1452","33","Male",8,6,"US","otherTeam",NA,NA,4,25,60,90,"S3_6",0
"1453","30","Female",2,5,"US","deadLock",NA,NA,19,45,79,105,"S3_3",0.2
"1454","26","Male",3,6,"US","otherTeam",0.643312102,1,124,125,125,74,"S3_4",0
"1455","34","Male",4,4,"US","otherTeam",1,NA,-100,125,-100,58,"S3_2",0
"1456","23","Male",7,4,"US","ownTeam",NA,NA,6,46,35,60,"S3_2",0
"1457","45","Female",6,4,"US","deadLock",NA,NA,10,21,33,87,"S3_5",0.2
"1458","35","Female",7,4,"US","otherTeam",NA,NA,-33,66,15,92,"S3_6",0
"1459","29","Male",8,6,"US","deadLock",NA,1,-25,43,125,84,"S3_5",0
"1460","25","Male",5,4,"US","otherTeam",0.307692308,0.333333333,9,66,35,57,"S3_2",0
"1461","48","Female",1,6,"US","deadLock",NA,NA,56,125,125,79,"S3_5",0.2
"1462","34","Female",7,5,"US","otherTeam",0.862318841,0.757575758,-50,-50,-50,36,"S3_1",0.2
"1463","28","Female",5,4,"US","otherTeam",NA,NA,14,124,58,92,"S3_6",0.15
"1464","42","Female",5,6,"US","otherTeam",0.72,0.035714286,-50,125,112,37,"S3_2",0.2
"1465","27","Male",8,5,"US","ownTeam",NA,0.675,125,125,125,115,"S3_3",0
"1466","45","Female",10,4,"US","otherTeam",1,1,17,125,100,74,"S3_4",0
"1467","43","Male",8,5,"US","deadLock",NA,NA,-6,105,45,99,"S3_6",0
"1468","21","Female",5,4,"US","ownTeam",0.319327731,0,125,125,125,76,"S3_4",0.2
"1469","26","Male",5,5,"US","deadLock",NA,NA,-50,125,125,82,"S3_5",0.2
"1470",NA,NA,NA,NA,NA,"ownTeam",0.733333333,0.75862069,-50,-50,-50,63,"S3_4",NA
"1471","38","Female",4,2,"US","ownTeam",NA,NA,50,124,21,35,"S3_1",0
"1472","47","Male",10,6,"US","deadLock",NA,1,42,125,46,70,"S3_4",0.2
"1473","27","Male",3,2,"US","otherTeam",0,0,-61,26,11,101,"S3_6",0
"1474","34","Female",2,5,"US","ownTeam",NA,NA,-37,125,125,118,"S3_3",0.2
"1475","32","Female",2,5,"non-US","deadLock",NA,NA,125,125,125,104,"S3_3",0
"1476","41","Male",6,5,"US","ownTeam",NA,NA,-1,101,63,100,"S3_6",0
"1477","48","Male",8,5,"US","otherTeam",NA,NA,41,94,63,92,"S3_6",0
"1478","40","Female",10,4,"US","ownTeam",NA,NA,-91,-4,-12,58,"S3_2",0
"1479","34","Female",10,5,"US","ownTeam",0.916666667,1,19,72,59,69,"S3_4",0
"1480","36","Female",7,5,"US","otherTeam",NA,NA,20,89,103,63,"S3_4",0.05
"1481","70","Female",4,4,"US","otherTeam",1,1,-100,75,47,98,"S3_6",0.2
"1482","39","Male",4,6,"US","otherTeam",NA,NA,7,28,55,45,"S3_2",0.4
"1483","22","Male",3,5,"US","ownTeam",NA,NA,-100,125,49,107,"S3_3",0.2
"1484","30","Male",5,6,"non-US","otherTeam",NA,NA,-50,2,-46,49,"S3_2",0.4
"1485","30","Male",1,5,NA,"ownTeam",NA,NA,-5,125,125,49,"S3_2",0.25
"1486","28","Male",6,5,"US","deadLock",0.039215686,0,-100,125,55,84,"S3_5",0
"1487","48","Female",2,5,"US","deadLock",0,NA,-50,-50,-50,85,"S3_5",0
"1488","28","Male",6,5,"US","ownTeam",NA,NA,21,125,5,54,"S3_2",0.2
"1489","35","Female",9,5,"US","ownTeam",NA,NA,1,41,19,101,"S3_6",0
"1490","29","Male",6,4,"US","deadLock",0,1,-2,-50,-50,82,"S3_5",0
"1491","45","Female",4,2,"US","deadLock",1,NA,1,81,54,43,"S3_1",0
"1492","28","Male",4,4,"US","ownTeam",NA,NA,-100,-10,-45,47,"S3_1",0
"1493","43","Male",7,2,"US","ownTeam",NA,NA,12,90,125,89,"S3_5",0.3
"1494","23","Female",10,4,"US","ownTeam",NA,NA,-100,110,82,63,"S3_4",0.4
"1495","21","Female",7,4,"US","deadLock",NA,NA,-18,124,125,109,"S3_3",0.05
"1496","28","Female",7,5,"US","deadLock",NA,1,-50,42,-50,106,"S3_5",0
"1497","21","Female",2,4,"US","otherTeam",1,0,-50,6,7,38,"S3_1",0
"1498","37","Male",4,4,"US","deadLock",0.164705882,0.28,51,55,83,95,"S3_6",0.2
"1499","29","Male",7,5,"US","otherTeam",0.567567568,0.948717949,-2,125,55,76,"S3_4",0.05
"1500","52","Female",9,5,"US","ownTeam",1,1,30,77,125,115,"S3_3",0.2
"1501","30","Female",4,4,"US","deadLock",0,NA,17,80,56,73,"S3_4",0.2
"1502","57","Male",1,1,"US","otherTeam",1,NA,-50,-50,-50,42,"S3_1",0.05
"1503","42","Female",7,6,"US","ownTeam",NA,1,2,43,20,103,"S3_6",0.2
"1504","28","Female",6,6,"US","otherTeam",0,0,-100,42,19,53,"S3_2",0
"1505","23","Female",3,2,"US","otherTeam",0,1,69,94,125,42,"S3_1",0.1
"1506","47","Male",5,5,"US","deadLock",NA,NA,2,8,4,119,"S3_3",0
"1507","36","Male",7,4,"US","otherTeam",1,1,66,43,59,91,"S3_6",0
"1508","29","Female",4,5,"US","deadLock",1,0.285714286,-100,125,60,50,"S3_2",0
"1509","54","Male",6,4,"US","deadLock",NA,1,39,125,102,79,"S3_5",0.2
"1510","29","Male",8,5,"US","ownTeam",1,NA,1,25,7,107,"S3_3",0.2
"1511","30","Female",5,5,"US","otherTeam",0,1,-2,25,125,52,"S3_2",0.2
"1512","49","Male",6,4,"US","ownTeam",0.582278481,0.607843137,6,78,46,97,"S3_6",0
"1513","35","Male",4,2,"US","ownTeam",NA,1,-100,82,-9,45,"S3_2",0.2
"1514","28","Female",6,5,"US","deadLock",NA,NA,-34,-50,-50,78,"S3_5",0
"1515","53","Female",6,5,"US","otherTeam",0,NA,35,113,106,60,"S3_2",0.2
"1516","43","Female",5,6,"non-US","deadLock",0,0,82,97,110,64,"S3_4",0
"1517","32","Female",5,4,"US","otherTeam",0,0,-50,119,-50,58,"S3_2",0.2
"1518","43","Female",8,5,"US","otherTeam",1,1,11,125,125,44,"S3_1",0.15
"1519","32","Female",4,2,NA,"otherTeam",0.948275862,1,100,101,125,40,"S3_1",0.2
"1520","27","Male",2,5,"non-US","ownTeam",NA,NA,125,125,125,32,"S3_1",0.2
"1521","27","Female",4,4,"US","ownTeam",NA,NA,75,119,84,36,"S3_1",0
"1522","53","Female",2,5,"US","ownTeam",NA,NA,0,101,125,56,"S3_2",0.25
"1523","45","Female",4,5,"US","deadLock",0,0,50,123,122,62,"S3_4",0.2
"1524","34","Male",7,5,"US","ownTeam",NA,NA,5,59,124,107,"S3_3",0.2
"1525","25","Female",3,4,"US","deadLock",NA,NA,1,125,125,81,"S3_5",0
"1526","29","Male",7,5,"US","otherTeam",1,NA,14,35,47,52,"S3_2",0.1
"1527","42","Male",5,3,"US","ownTeam",NA,NA,125,125,13,53,"S3_2",0
"1528","21","Female",4,5,"US","ownTeam",NA,NA,-50,125,125,59,"S3_3",0.2
"1529","38","Male",7,5,"US","deadLock",NA,1,-8,52,88,87,"S3_5",0
"1530","29","Female",1,5,"US","ownTeam",NA,1,-3,103,123,113,"S3_3",0
"1531","27","Female",4,4,"US","deadLock",0,0,36,124,54,117,"S3_3",0.2
"1532",NA,NA,NA,NA,NA,"otherTeam",1,1,20,25,40,56,"S3_2",0
"1533","52","Male",7,5,"US","ownTeam",NA,1,31,74,101,36,"S3_1",0.2
"1534","48","Female",4,6,"US","ownTeam",0,0,5,97,65,86,"S3_5",0.2
"1535","29","Male",3,5,"US","ownTeam",NA,NA,-50,97,66,44,"S3_1",0
"1536","20","Male",4,2,"US","deadLock",NA,NA,-50,-50,0,79,"S3_5",0.2
"1537","42","Female",10,5,"US","otherTeam",0,0.045454545,-100,110,46,54,"S3_2",0
"1538","48","Female",8,4,"US","ownTeam",0,0,17,78,72,45,"S3_2",0.2
"1539","42","Female",4,4,"US","deadLock",NA,1,74,125,125,78,"S3_5",0.2
"1540","45","Female",6,4,"US","ownTeam",NA,NA,119,110,109,51,"S3_2",0
"1541","61","Female",9,5,"US","deadLock",NA,NA,-50,-50,-50,110,"S3_6",0.2
"1542","35","Male",2,4,"US","deadLock",NA,NA,-13,18,51,95,"S3_6",0.2
"1543","33","Female",6,5,"US","ownTeam",NA,1,-17,27,14,53,"S3_2",0
